-0.02	-0.02	0.139547
-0.02	-0.01	0.084236
-0.02	0	0.060005
-0.02	0.01	0.06286
-0.02	0.02	0.090505
-0.01	-0.02	0.082995
-0.01	-0.01	0.032737
-0.01	0	0.013078
-0.01	0.01	0.020683
-0.01	0.02	0.052236
0	-0.02	0.059544
0	-0.01	0.014643
0	0	0
0	0.01	0.011792
0	0.02	0.047148
0.01	-0.02	0.060959
0.01	-0.01	0.021136
0.01	0	0.012259
0.01	0.01	0.027768
0.01	0.02	0.067082
0.02	-0.02	0.085107
0.02	-0.01	0.051458
0.02	0	0.047283
0.02	0.01	0.066663
0.02	0.02	0.11037
